cityname,i_o_length,prediction_horizon,grid_size,thresh,cx_sample_whole_data,cx_sample_single_point,CSR_PM_frac,CSR_PM_count,CSR_PM_no_thresh_median,CSR_PM_no_thresh_mean,CSR_PM_no_thresh_frac_median,CSR_PM_no_thresh_frac_mean
london,4,8,55,600,800,40,0.045,36,NULL,NULL,NULL,NULL
london,4,8,55,800,800,40,0.06375,51,NULL,NULL,NULL,NULL
london,4,8,55,1100,800,40,0.1975,158,NULL,NULL,NULL,NULL
london,4,8,55,1300,800,40,0.40875,327,NULL,NULL,NULL,NULL
london,4,8,55,1500,800,40,0.64875,519,NULL,NULL,NULL,NULL
london,4,8,55,2000,800,40,0.86375,691,NULL,NULL,NULL,NULL
london,4,8,55,2500,800,40,0.92375,739,NULL,NULL,NULL,NULL
london,4,8,55,3000,800,40,0.9375,750,NULL,NULL,NULL,NULL
london,4,8,55,3500,800,40,0.93,744,NULL,NULL,NULL,NULL
london,4,1,105,100,800,40,0.01,8,NULL,NULL,NULL,NULL
